date,open,high,low,close,volume
2020-12-16,174.13,175.02,173.02,174.90,8174700
2020-12-17,177.15,177.87,176.58,176.74,9475800
2020-12-18,176.65,176.98,176.10,176.44,6789900
2020-12-21,176.29,176.94,175.76,175.88,8168900
2020-12-22,176.20,176.34,174.34,174.49,9442400
2020-12-23,175.10,176.21,175.06,175.65,6542800
2020-12-24,175.55,176.37,175.51,176.35,3695400
2020-12-28,177.26,177.91,175.63,175.71,7778700
2020-12-29,176.25,176.97,175.57,176.35,5983700
2020-12-30,176.44,177.72,176.44,177.70,5914000
2020-12-31,178.07,178.40,177.32,178.36,7540800
2021-01-04,181.97,182.40,180.96,182.33,14331400
2021-01-05,182.87,183.21,181.82,182.87,12718800
2021-01-06,181.49,181.58,178.24,179.90,18453500
2021-01-07,179.69,179.92,178.84,179.48,7110200
2021-01-08,176.83,176.99,171.48,173.34,24399900
2021-01-11,172.14,173.68,172.03,173.00,8571400
2021-01-12,173.13,174.18,172.32,174.12,9798500
2021-01-13,173.68,174.46,173.05,173.37,14110300
2021-01-14,173.44,174.22,172.66,173.28,13522700
2021-01-15,172.84,173.07,170.98,171.13,16172500
2021-01-19,172.71,172.85,171.92,172.58,7485700
